1.000000e+00 4.743971e+01 
1.029201e+00 4.743954e+01 
1.059254e+00 4.743937e+01 
1.090184e+00 4.743918e+01 
1.122018e+00 4.743899e+01 
1.154782e+00 4.743878e+01 
1.188502e+00 4.743856e+01 
1.223207e+00 4.743833e+01 
1.258925e+00 4.743808e+01 
1.295687e+00 4.743782e+01 
1.333521e+00 4.743755e+01 
1.372461e+00 4.743725e+01 
1.412538e+00 4.743694e+01 
1.453784e+00 4.743662e+01 
1.496236e+00 4.743627e+01 
1.539927e+00 4.743590e+01 
1.584893e+00 4.743551e+01 
1.631173e+00 4.743510e+01 
1.678804e+00 4.743466e+01 
1.727826e+00 4.743420e+01 
1.778279e+00 4.743371e+01 
1.830206e+00 4.743319e+01 
1.883649e+00 4.743264e+01 
1.938653e+00 4.743205e+01 
1.995262e+00 4.743143e+01 
2.053525e+00 4.743078e+01 
2.113489e+00 4.743009e+01 
2.175204e+00 4.742935e+01 
2.238721e+00 4.742858e+01 
2.304093e+00 4.742775e+01 
2.371374e+00 4.742688e+01 
2.440619e+00 4.742596e+01 
2.511886e+00 4.742498e+01 
2.585235e+00 4.742395e+01 
2.660725e+00 4.742285e+01 
2.738420e+00 4.742169e+01 
2.818383e+00 4.742046e+01 
2.900681e+00 4.741916e+01 
2.985383e+00 4.741778e+01 
3.072557e+00 4.741632e+01 
3.162278e+00 4.741477e+01 
3.254618e+00 4.741314e+01 
3.349654e+00 4.741141e+01 
3.447466e+00 4.740957e+01 
3.548134e+00 4.740763e+01 
3.651741e+00 4.740557e+01 
3.758374e+00 4.740339e+01 
3.868121e+00 4.740109e+01 
3.981072e+00 4.739865e+01 
4.097321e+00 4.739606e+01 
4.216965e+00 4.739333e+01 
4.340103e+00 4.739043e+01 
4.466836e+00 4.738737e+01 
4.597270e+00 4.738412e+01 
4.731513e+00 4.738069e+01 
4.869675e+00 4.737706e+01 
5.011872e+00 4.737321e+01 
5.158222e+00 4.736914e+01 
5.308844e+00 4.736483e+01 
5.463865e+00 4.736027e+01 
5.623413e+00 4.735545e+01 
5.787620e+00 4.735035e+01 
5.956621e+00 4.734495e+01 
6.130558e+00 4.733924e+01 
6.309573e+00 4.733320e+01 
