1.000000e+00 1.785487e+02 
1.029201e+00 1.785064e+02 
1.059254e+00 1.784628e+02 
1.090184e+00 1.784179e+02 
1.122018e+00 1.783717e+02 
1.154782e+00 1.783242e+02 
1.188502e+00 1.782753e+02 
1.223207e+00 1.782250e+02 
1.258925e+00 1.781732e+02 
1.295687e+00 1.781199e+02 
1.333521e+00 1.780650e+02 
1.372461e+00 1.780086e+02 
1.412538e+00 1.779505e+02 
1.453784e+00 1.778907e+02 
1.496236e+00 1.778291e+02 
1.539927e+00 1.777658e+02 
1.584893e+00 1.777006e+02 
1.631173e+00 1.776336e+02 
1.678804e+00 1.775645e+02 
1.727826e+00 1.774935e+02 
1.778279e+00 1.774204e+02 
1.830206e+00 1.773452e+02 
1.883649e+00 1.772678e+02 
1.938653e+00 1.771881e+02 
1.995262e+00 1.771062e+02 
2.053525e+00 1.770218e+02 
2.113489e+00 1.769350e+02 
2.175204e+00 1.768457e+02 
2.238721e+00 1.767538e+02 
2.304093e+00 1.766592e+02 
2.371374e+00 1.765619e+02 
2.440619e+00 1.764617e+02 
2.511886e+00 1.763587e+02 
2.585235e+00 1.762527e+02 
2.660725e+00 1.761436e+02 
2.738420e+00 1.760313e+02 
2.818383e+00 1.759158e+02 
2.900681e+00 1.757970e+02 
2.985383e+00 1.756747e+02 
3.072557e+00 1.755489e+02 
3.162278e+00 1.754194e+02 
3.254618e+00 1.752863e+02 
3.349654e+00 1.751493e+02 
3.447466e+00 1.750083e+02 
3.548134e+00 1.748633e+02 
3.651741e+00 1.747142e+02 
3.758374e+00 1.745608e+02 
3.868121e+00 1.744029e+02 
3.981072e+00 1.742406e+02 
4.097321e+00 1.740736e+02 
4.216965e+00 1.739018e+02 
4.340103e+00 1.737251e+02 
4.466836e+00 1.735434e+02 
4.597270e+00 1.733565e+02 
4.731513e+00 1.731643e+02 
4.869675e+00 1.729667e+02 
5.011872e+00 1.727634e+02 
5.158222e+00 1.725545e+02 
5.308844e+00 1.723396e+02 
5.463865e+00 1.721186e+02 
5.623413e+00 1.718915e+02 
5.787620e+00 1.716580e+02 
5.956621e+00 1.714180e+02 
6.130558e+00 1.711713e+02 
6.309573e+00 1.709177e+02 
6.493816e+00 1.706571e+02 
6.683439e+00 1.703892e+02 
6.878599e+00 1.701140e+02 
7.079458e+00 1.698313e+02 
7.286182e+00 1.695408e+02 
7.498942e+00 1.692424e+02 
7.717915e+00 1.689359e+02 
7.943282e+00 1.686211e+02 
8.175230e+00 1.682978e+02 
8.413951e+00 1.679659e+02 
8.659643e+00 1.676251e+02 
8.912509e+00 1.672753e+02 
9.172759e+00 1.669163e+02 
9.440609e+00 1.665479e+02 
9.716280e+00 1.661699e+02 
1.000000e+01 1.657822e+02 
1.029201e+01 1.653845e+02 
1.059254e+01 1.649766e+02 
1.090184e+01 1.645585e+02 
1.122018e+01 1.641300e+02 
1.154782e+01 1.636907e+02 
1.188502e+01 1.632408e+02 
1.223207e+01 1.627798e+02 
1.258925e+01 1.623078e+02 
1.295687e+01 1.618246e+02 
1.333521e+01 1.613300e+02 
1.372461e+01 1.608240e+02 
1.412538e+01 1.603064e+02 
1.453784e+01 1.597772e+02 
1.496236e+01 1.592362e+02 
1.539927e+01 1.586834e+02 
1.584893e+01 1.581188e+02 
1.631173e+01 1.575423e+02 
1.678804e+01 1.569539e+02 
1.727826e+01 1.563536e+02 
1.778279e+01 1.557415e+02 
1.830206e+01 1.551175e+02 
1.883649e+01 1.544818e+02 
1.938653e+01 1.538345e+02 
1.995262e+01 1.531757e+02 
2.053525e+01 1.525055e+02 
2.113489e+01 1.518241e+02 
2.175204e+01 1.511317e+02 
2.238721e+01 1.504285e+02 
2.304093e+01 1.497149e+02 
2.371374e+01 1.489910e+02 
2.440619e+01 1.482573e+02 
2.511886e+01 1.475140e+02 
2.585235e+01 1.467616e+02 
2.660725e+01 1.460004e+02 
2.738420e+01 1.452308e+02 
2.818383e+01 1.444535e+02 
2.900681e+01 1.436688e+02 
2.985383e+01 1.428772e+02 
3.072557e+01 1.420794e+02 
3.162278e+01 1.412758e+02 
3.254618e+01 1.404671e+02 
3.349654e+01 1.396539e+02 
3.447466e+01 1.388368e+02 
3.548134e+01 1.380164e+02 
3.651741e+01 1.371935e+02 
3.758374e+01 1.363686e+02 
3.868121e+01 1.355425e+02 
3.981072e+01 1.347158e+02 
4.097321e+01 1.338892e+02 
4.216965e+01 1.330634e+02 
4.340103e+01 1.322391e+02 
4.466836e+01 1.314169e+02 
4.597270e+01 1.305975e+02 
4.731513e+01 1.297815e+02 
4.869675e+01 1.289697e+02 
5.011872e+01 1.281625e+02 
5.158222e+01 1.273606e+02 
5.308844e+01 1.265646e+02 
5.463865e+01 1.257750e+02 
5.623413e+01 1.249924e+02 
5.787620e+01 1.242173e+02 
5.956621e+01 1.234501e+02 
6.130558e+01 1.226913e+02 
6.309573e+01 1.219413e+02 
6.493816e+01 1.212006e+02 
6.683439e+01 1.204694e+02 
6.878599e+01 1.197481e+02 
7.079458e+01 1.190371e+02 
7.286182e+01 1.183365e+02 
7.498942e+01 1.176467e+02 
7.717915e+01 1.169678e+02 
7.943282e+01 1.163000e+02 
8.175230e+01 1.156435e+02 
8.413951e+01 1.149984e+02 
8.659643e+01 1.143649e+02 
8.912509e+01 1.137430e+02 
9.172759e+01 1.131327e+02 
9.440609e+01 1.125341e+02 
9.716280e+01 1.119473e+02 
1.000000e+02 1.113721e+02 
1.029201e+02 1.108086e+02 
1.059254e+02 1.102568e+02 
1.090184e+02 1.097165e+02 
1.122018e+02 1.091878e+02 
1.154782e+02 1.086704e+02 
1.188502e+02 1.081643e+02 
1.223207e+02 1.076695e+02 
1.258925e+02 1.071857e+02 
